sample_id,source_name,source_type,page_type,page_width_mm,page_height_mm,spread_used,image_count,text_length_level,text_length_chars,has_title,has_subtitle,style_category,layout_family,pattern_id,image_arrangement,text_position,image_text_relation,hero_image_exists,hero_image_index,image_orientations,image_ratio_summary,reading_priority,visual_priority,white_space_level,alignment_type,grid_type,composition_axis,symmetry_level,rhythm_type,caption_used,overlay_text,body_column_count,body_position,title_position,main_image_position,secondary_image_position,overflow_strategy,why_this_layout_works,design_notes,quality_score
spread_808,Synthetic 2x Layout Reference 808,exhibition_catalog,spread,148,210,true,4,medium,3065,false,true,Exhibition Catalog,image-first,hero_plus_grid,hero_plus_grid,small_text_block,image_leads_text_supports,true,1,landscape;portrait;square;portrait,mixed,low,high,low,grid_aligned,modular_grid,diagonal,asymmetric,dynamic,false,false,1,bottom_right,none,left_page_hero,right_page_grid,next_page,The hero image provides focus and smaller images create rhythm around it.,"Synthetic design example; useful for few-shot pattern reasoning, not source evidence.",5
spread_809,Synthetic 2x Layout Reference 809,editorial,spread,148,210,true,5,short,170,true,true,Editorial,balanced,gallery_with_text_block,gallery_with_text_block,separate_text_block,text_contextualizes_gallery,true,1,landscape;portrait;square;portrait;landscape,mixed,medium,medium,medium,grid_aligned,adaptive_grid,horizontal,asymmetric,dynamic,false,false,1,right_page,top_left,left_page_gallery,grid,next_page,Grouped images function as a gallery while the text remains separate and readable.,Generated structural reference designed to diversify image/text layout cases.,4
spread_810,Synthetic 2x Layout Reference 810,visual_archive,spread,148,210,true,6,long,5505,true,true,Exhibition Catalog,text-first,one_page_gallery_one_page_text,image_page_text_page,right_page_text,text_contextualizes_images,true,1,landscape;portrait;square;portrait;landscape;square,mixed,high,medium,medium,left_aligned,adaptive_grid,horizontal,semi_symmetric,stable,false,false,2,right_page,top_left,left_page_gallery,grid,next_page,Separating gallery and text across pages protects readability for longer copy.,Generated structural reference designed to diversify image/text layout cases.,5
spread_811,Synthetic 2x Layout Reference 811,editorial,spread,148,210,true,1,short,556,true,true,Magazine,image-first,single_full_page,one_large_image,left_page_title,image_sets_mood,true,1,landscape,wide,low,high,high,left_aligned,two_column,horizontal,asymmetric,stable,false,false,0,none,left_page_center,right_page_full,none,next_page,"A strong single image carries the visual message, while sparse text preserves the opening-spread atmosphere.","Synthetic design example; useful for few-shot pattern reasoning, not source evidence.",4
spread_812,Synthetic 2x Layout Reference 812,brand_case,spread,148,210,true,1,medium,2442,false,false,Editorial,balanced,single_page_with_text_below,image_above_text,below_image,text_explains_image,true,1,portrait,tall,medium,medium,medium,left_aligned,single_column,vertical,semi_symmetric,stable,false,false,1,bottom,top_left,top_area,none,next_page,The image appears first and the text follows in a clear reading sequence without overlay.,Generated structural reference designed to diversify image/text layout cases.,5
spread_813,Synthetic 2x Layout Reference 813,trend_report,spread,148,210,true,1,long,4677,false,false,Editorial,balanced,single_left_image_right_text,left_image_right_text,right_page_text,text_interprets_image,true,1,portrait,tall,high,medium,low,grid_aligned,two_column,horizontal,asymmetric,dynamic,false,false,1,right_page,left_top,left_page,none,next_page,Separating image and body text across the spread keeps both viewing and reading stable.,Generated structural reference designed to diversify image/text layout cases.,4
spread_814,Synthetic 2x Layout Reference 814,trend_report,spread,148,210,true,1,long,5036,false,true,Editorial,text-first,single_left_text_right_image,left_text_right_image,left_page_text,image_supports_text,true,1,landscape,wide,high,medium,high,grid_aligned,two_column,horizontal,asymmetric,stable,false,false,1,left_page,left_top,right_page,none,next_page,Text begins the reading flow and the image acts as supporting visual evidence.,Generated structural reference designed to diversify image/text layout cases.,4
spread_815,Synthetic 2x Layout Reference 815,brand_case,spread,148,210,true,2,short,980,true,false,Exhibition Catalog,image-first,two_equal_images,two_images_side_by_side,minimal_text,images_compare_each_other,false,,portrait;portrait,similar,low,high,medium,grid_aligned,two_column,horizontal,symmetric,dynamic,false,false,0,none,none,left_right_pages,none,next_page,Equal image treatment supports comparison without forcing a hierarchy.,Generated structural reference designed to diversify image/text layout cases.,5
spread_816,Synthetic 2x Layout Reference 816,brand_case,spread,148,210,true,2,medium,1458,true,false,Magazine,balanced,hero_image_plus_secondary,hero_plus_secondary,below_or_side,text_explains_visual_hierarchy,true,1,landscape;portrait,mixed,medium,high,medium,left_aligned,modular_grid,vertical,asymmetric,dynamic,false,false,1,bottom_right,top_left,left_page_hero,right_page_support,next_page,A dominant image establishes hierarchy while the secondary image adds context.,"Synthetic design example; useful for few-shot pattern reasoning, not source evidence.",5
spread_817,Synthetic 2x Layout Reference 817,campaign_analysis,spread,148,210,true,4,medium,2440,true,false,Editorial,balanced,grid_2x2_with_text,grid_2x2,right_page_text,text_explains_image_set,false,,landscape;portrait;square;landscape,mixed,medium,medium,medium,left_aligned,modular_grid,horizontal,semi_symmetric,stable,false,false,1,right_page,top_left,left_page_grid,grid,next_page,A simple grid organizes multiple images while leaving a dedicated reading area.,Augmented sample for testing grid-based layout reasoning and validation.,4
spread_818,Synthetic 2x Layout Reference 818,brand_case,spread,148,210,true,4,medium,3022,false,false,Exhibition Catalog,image-first,hero_plus_grid,hero_plus_grid,small_text_block,image_leads_text_supports,true,1,landscape;portrait;square;portrait,mixed,low,high,medium,grid_aligned,modular_grid,diagonal,asymmetric,dynamic,false,false,1,bottom_right,none,left_page_hero,right_page_grid,next_page,The hero image provides focus and smaller images create rhythm around it.,Generated structural reference designed to diversify image/text layout cases.,4
spread_819,Synthetic 2x Layout Reference 819,brand_case,spread,148,210,true,5,short,909,true,false,Editorial,balanced,gallery_with_text_block,gallery_with_text_block,separate_text_block,text_contextualizes_gallery,true,1,landscape;portrait;square;portrait;landscape,mixed,medium,medium,medium,left_aligned,adaptive_grid,horizontal,asymmetric,dynamic,false,false,1,right_page,top_left,left_page_gallery,grid,next_page,Grouped images function as a gallery while the text remains separate and readable.,Augmented sample for testing grid-based layout reasoning and validation.,4
spread_820,Synthetic 2x Layout Reference 820,exhibition_catalog,spread,148,210,true,6,long,4163,true,false,Editorial,text-first,one_page_gallery_one_page_text,image_page_text_page,right_page_text,text_contextualizes_images,true,1,landscape;portrait;square;portrait;landscape;square,mixed,high,medium,medium,left_aligned,adaptive_grid,horizontal,semi_symmetric,stable,false,false,2,right_page,top_left,left_page_gallery,grid,next_page,Separating gallery and text across pages protects readability for longer copy.,Generated structural reference designed to diversify image/text layout cases.,4
spread_821,Synthetic 2x Layout Reference 821,editorial,spread,148,210,true,1,short,738,true,true,Magazine,image-first,single_full_page,one_large_image,left_page_title,image_sets_mood,true,1,landscape,wide,low,high,high,left_aligned,two_column,horizontal,asymmetric,stable,false,false,0,none,left_page_center,right_page_full,none,next_page,"A strong single image carries the visual message, while sparse text preserves the opening-spread atmosphere.",Synthetic 2x augmented reference for constrained LLM layout planning; not a real publication record.,5
spread_822,Synthetic 2x Layout Reference 822,exhibition_catalog,spread,148,210,true,1,medium,2384,true,false,Editorial,balanced,single_page_with_text_below,image_above_text,below_image,text_explains_image,true,1,portrait,tall,medium,medium,medium,grid_aligned,single_column,vertical,semi_symmetric,stable,false,false,1,bottom,top_left,top_area,none,next_page,The image appears first and the text follows in a clear reading sequence without overlay.,Augmented sample for testing grid-based layout reasoning and validation.,5
spread_823,Synthetic 2x Layout Reference 823,trend_report,spread,148,210,true,1,long,5262,false,false,Exhibition Catalog,balanced,single_left_image_right_text,left_image_right_text,right_page_text,text_interprets_image,true,1,portrait,tall,high,medium,high,left_aligned,two_column,horizontal,asymmetric,fragmented,false,false,1,right_page,left_top,left_page,none,next_page,Separating image and body text across the spread keeps both viewing and reading stable.,Synthetic 2x augmented reference for constrained LLM layout planning; not a real publication record.,4
spread_824,Synthetic 2x Layout Reference 824,brand_case,spread,148,210,true,1,long,7072,true,false,Editorial,text-first,single_left_text_right_image,left_text_right_image,left_page_text,image_supports_text,true,1,landscape,wide,high,medium,high,grid_aligned,two_column,horizontal,asymmetric,stable,false,false,1,left_page,left_top,right_page,none,next_page,Text begins the reading flow and the image acts as supporting visual evidence.,Synthetic 2x augmented reference for constrained LLM layout planning; not a real publication record.,4
spread_825,Synthetic 2x Layout Reference 825,visual_archive,spread,148,210,true,2,short,841,true,false,Exhibition Catalog,image-first,two_equal_images,two_images_side_by_side,minimal_text,images_compare_each_other,false,,portrait;portrait,similar,low,high,medium,grid_aligned,two_column,horizontal,symmetric,quiet,false,false,0,none,none,left_right_pages,none,next_page,Equal image treatment supports comparison without forcing a hierarchy.,Synthetic 2x augmented reference for constrained LLM layout planning; not a real publication record.,4
spread_826,Synthetic 2x Layout Reference 826,editorial,spread,148,210,true,2,medium,2922,true,false,Editorial,balanced,hero_image_plus_secondary,hero_plus_secondary,below_or_side,text_explains_visual_hierarchy,true,1,landscape;portrait,mixed,medium,high,high,grid_aligned,modular_grid,vertical,asymmetric,fragmented,false,false,1,bottom_right,top_left,left_page_hero,right_page_support,next_page,A dominant image establishes hierarchy while the secondary image adds context.,Generated structural reference designed to diversify image/text layout cases.,5
spread_827,Synthetic 2x Layout Reference 827,trend_report,spread,148,210,true,4,medium,2802,true,true,Editorial,balanced,grid_2x2_with_text,grid_2x2,right_page_text,text_explains_image_set,false,,landscape;portrait;square;landscape,mixed,medium,medium,high,grid_aligned,modular_grid,horizontal,semi_symmetric,stable,false,false,1,right_page,top_left,left_page_grid,grid,next_page,A simple grid organizes multiple images while leaving a dedicated reading area.,Synthetic 2x augmented reference for constrained LLM layout planning; not a real publication record.,4
spread_828,Synthetic 2x Layout Reference 828,campaign_analysis,spread,148,210,true,4,short,931,true,false,Exhibition Catalog,image-first,hero_plus_grid,hero_plus_grid,small_text_block,image_leads_text_supports,true,1,landscape;portrait;square;portrait,mixed,low,high,medium,left_aligned,modular_grid,diagonal,asymmetric,fragmented,false,false,1,bottom_right,none,left_page_hero,right_page_grid,next_page,The hero image provides focus and smaller images create rhythm around it.,Augmented sample for testing grid-based layout reasoning and validation.,4
spread_829,Synthetic 2x Layout Reference 829,campaign_analysis,spread,148,210,true,5,medium,2757,false,false,Editorial,balanced,gallery_with_text_block,gallery_with_text_block,separate_text_block,text_contextualizes_gallery,true,1,landscape;portrait;square;portrait;landscape,mixed,medium,medium,medium,left_aligned,adaptive_grid,horizontal,asymmetric,quiet,false,false,1,right_page,top_left,left_page_gallery,grid,next_page,Grouped images function as a gallery while the text remains separate and readable.,Synthetic 2x augmented reference for constrained LLM layout planning; not a real publication record.,4
spread_830,Synthetic 2x Layout Reference 830,editorial,spread,148,210,true,6,long,7015,false,false,Editorial,text-first,one_page_gallery_one_page_text,image_page_text_page,right_page_text,text_contextualizes_images,true,1,landscape;portrait;square;portrait;landscape;square,mixed,high,medium,high,grid_aligned,adaptive_grid,horizontal,semi_symmetric,dynamic,false,false,2,right_page,top_left,left_page_gallery,grid,next_page,Separating gallery and text across pages protects readability for longer copy.,Augmented sample for testing grid-based layout reasoning and validation.,5
spread_831,Synthetic 2x Layout Reference 831,exhibition_catalog,spread,148,210,true,1,short,146,true,false,Exhibition Catalog,image-first,single_full_page,one_large_image,left_page_title,image_sets_mood,true,1,landscape,wide,low,high,high,centered,two_column,horizontal,asymmetric,stable,false,false,0,none,left_page_center,right_page_full,none,next_page,"A strong single image carries the visual message, while sparse text preserves the opening-spread atmosphere.",Augmented sample for testing grid-based layout reasoning and validation.,4
spread_832,Synthetic 2x Layout Reference 832,exhibition_catalog,spread,148,210,true,1,medium,3331,false,false,Editorial,balanced,single_page_with_text_below,image_above_text,below_image,text_explains_image,true,1,portrait,tall,medium,medium,medium,grid_aligned,single_column,vertical,semi_symmetric,stable,false,false,1,bottom,top_left,top_area,none,next_page,The image appears first and the text follows in a clear reading sequence without overlay.,Augmented sample for testing grid-based layout reasoning and validation.,4
spread_833,Synthetic 2x Layout Reference 833,trend_report,spread,148,210,true,1,long,3868,false,false,Editorial,balanced,single_left_image_right_text,left_image_right_text,right_page_text,text_interprets_image,true,1,portrait,tall,high,medium,medium,grid_aligned,two_column,horizontal,asymmetric,stable,false,false,1,right_page,left_top,left_page,none,next_page,Separating image and body text across the spread keeps both viewing and reading stable.,Generated structural reference designed to diversify image/text layout cases.,4
spread_834,Synthetic 2x Layout Reference 834,brand_case,spread,148,210,true,1,long,4116,true,true,Editorial,text-first,single_left_text_right_image,left_text_right_image,left_page_text,image_supports_text,true,1,landscape,wide,high,medium,high,left_aligned,two_column,horizontal,asymmetric,stable,false,false,1,left_page,left_top,right_page,none,next_page,Text begins the reading flow and the image acts as supporting visual evidence.,Synthetic 2x augmented reference for constrained LLM layout planning; not a real publication record.,4
spread_835,Synthetic 2x Layout Reference 835,campaign_analysis,spread,148,210,true,2,short,593,true,false,Exhibition Catalog,image-first,two_equal_images,two_images_side_by_side,minimal_text,images_compare_each_other,false,,portrait;portrait,similar,low,high,medium,left_aligned,two_column,horizontal,symmetric,stable,false,false,0,none,none,left_right_pages,none,next_page,Equal image treatment supports comparison without forcing a hierarchy.,"Synthetic design example; useful for few-shot pattern reasoning, not source evidence.",4
spread_836,Synthetic 2x Layout Reference 836,editorial,spread,148,210,true,2,medium,2995,true,false,Editorial,balanced,hero_image_plus_secondary,hero_plus_secondary,below_or_side,text_explains_visual_hierarchy,true,1,landscape;portrait,mixed,medium,high,medium,grid_aligned,modular_grid,vertical,asymmetric,dynamic,false,false,1,bottom_right,top_left,left_page_hero,right_page_support,next_page,A dominant image establishes hierarchy while the secondary image adds context.,Generated structural reference designed to diversify image/text layout cases.,4
spread_837,Synthetic 2x Layout Reference 837,exhibition_catalog,spread,148,210,true,4,medium,1292,true,false,Magazine,balanced,grid_2x2_with_text,grid_2x2,right_page_text,text_explains_image_set,false,,landscape;portrait;square;landscape,mixed,medium,medium,medium,left_aligned,modular_grid,horizontal,semi_symmetric,fragmented,false,false,1,right_page,top_left,left_page_grid,grid,next_page,A simple grid organizes multiple images while leaving a dedicated reading area.,Synthetic 2x augmented reference for constrained LLM layout planning; not a real publication record.,4
spread_838,Synthetic 2x Layout Reference 838,editorial,spread,148,210,true,4,short,547,false,false,Magazine,image-first,hero_plus_grid,hero_plus_grid,small_text_block,image_leads_text_supports,true,1,landscape;portrait;square;portrait,mixed,low,high,medium,grid_aligned,modular_grid,diagonal,asymmetric,fragmented,false,false,1,bottom_right,none,left_page_hero,right_page_grid,next_page,The hero image provides focus and smaller images create rhythm around it.,"Synthetic design example; useful for few-shot pattern reasoning, not source evidence.",5
spread_839,Synthetic 2x Layout Reference 839,brand_case,spread,148,210,true,5,medium,2090,false,false,Magazine,balanced,gallery_with_text_block,gallery_with_text_block,separate_text_block,text_contextualizes_gallery,true,1,landscape;portrait;square;portrait;landscape,mixed,medium,medium,medium,grid_aligned,adaptive_grid,horizontal,asymmetric,dynamic,false,false,1,right_page,top_left,left_page_gallery,grid,next_page,Grouped images function as a gallery while the text remains separate and readable.,"Synthetic design example; useful for few-shot pattern reasoning, not source evidence.",5
spread_840,Synthetic 2x Layout Reference 840,visual_archive,spread,148,210,true,6,long,6444,false,false,Editorial,text-first,one_page_gallery_one_page_text,image_page_text_page,right_page_text,text_contextualizes_images,true,1,landscape;portrait;square;portrait;landscape;square,mixed,high,medium,high,grid_aligned,adaptive_grid,horizontal,semi_symmetric,stable,false,false,2,right_page,top_left,left_page_gallery,grid,next_page,Separating gallery and text across pages protects readability for longer copy.,Augmented sample for testing grid-based layout reasoning and validation.,4
spread_841,Synthetic 2x Layout Reference 841,campaign_analysis,spread,148,210,true,1,short,135,false,true,Magazine,image-first,single_full_page,one_large_image,left_page_title,image_sets_mood,true,1,landscape,wide,low,high,high,centered,two_column,horizontal,asymmetric,stable,false,false,0,none,left_page_center,right_page_full,none,next_page,"A strong single image carries the visual message, while sparse text preserves the opening-spread atmosphere.","Synthetic design example; useful for few-shot pattern reasoning, not source evidence.",5
spread_842,Synthetic 2x Layout Reference 842,editorial,spread,148,210,true,1,short,637,false,false,Editorial,balanced,single_page_with_text_below,image_above_text,below_image,text_explains_image,true,1,portrait,tall,medium,medium,medium,left_aligned,single_column,vertical,semi_symmetric,quiet,false,false,1,bottom,top_left,top_area,none,next_page,The image appears first and the text follows in a clear reading sequence without overlay.,Augmented sample for testing grid-based layout reasoning and validation.,5
spread_843,Synthetic 2x Layout Reference 843,trend_report,spread,148,210,true,1,long,4503,true,true,Exhibition Catalog,balanced,single_left_image_right_text,left_image_right_text,right_page_text,text_interprets_image,true,1,portrait,tall,high,medium,high,left_aligned,two_column,horizontal,asymmetric,stable,false,false,1,right_page,left_top,left_page,none,next_page,Separating image and body text across the spread keeps both viewing and reading stable.,Synthetic 2x augmented reference for constrained LLM layout planning; not a real publication record.,4
spread_844,Synthetic 2x Layout Reference 844,visual_archive,spread,148,210,true,1,long,7087,true,false,Editorial,text-first,single_left_text_right_image,left_text_right_image,left_page_text,image_supports_text,true,1,landscape,wide,high,medium,high,grid_aligned,two_column,horizontal,asymmetric,stable,false,false,1,left_page,left_top,right_page,none,next_page,Text begins the reading flow and the image acts as supporting visual evidence.,"Synthetic design example; useful for few-shot pattern reasoning, not source evidence.",5
spread_845,Synthetic 2x Layout Reference 845,exhibition_catalog,spread,148,210,true,2,short,425,true,false,Magazine,image-first,two_equal_images,two_images_side_by_side,minimal_text,images_compare_each_other,false,,portrait;portrait,similar,low,high,low,left_aligned,two_column,horizontal,symmetric,stable,false,false,0,none,none,left_right_pages,none,next_page,Equal image treatment supports comparison without forcing a hierarchy.,Augmented sample for testing grid-based layout reasoning and validation.,4
spread_846,Synthetic 2x Layout Reference 846,editorial,spread,148,210,true,2,medium,2819,false,false,Editorial,balanced,hero_image_plus_secondary,hero_plus_secondary,below_or_side,text_explains_visual_hierarchy,true,1,landscape;portrait,mixed,medium,high,medium,grid_aligned,modular_grid,vertical,asymmetric,dynamic,false,false,1,bottom_right,top_left,left_page_hero,right_page_support,next_page,A dominant image establishes hierarchy while the secondary image adds context.,"Synthetic design example; useful for few-shot pattern reasoning, not source evidence.",4
spread_847,Synthetic 2x Layout Reference 847,exhibition_catalog,spread,148,210,true,4,medium,2626,false,false,Magazine,balanced,grid_2x2_with_text,grid_2x2,right_page_text,text_explains_image_set,false,,landscape;portrait;square;landscape,mixed,medium,medium,medium,left_aligned,modular_grid,horizontal,semi_symmetric,quiet,false,false,1,right_page,top_left,left_page_grid,grid,next_page,A simple grid organizes multiple images while leaving a dedicated reading area.,Generated structural reference designed to diversify image/text layout cases.,4
spread_848,Synthetic 2x Layout Reference 848,trend_report,spread,148,210,true,4,medium,3194,false,true,Exhibition Catalog,image-first,hero_plus_grid,hero_plus_grid,small_text_block,image_leads_text_supports,true,1,landscape;portrait;square;portrait,mixed,low,high,medium,grid_aligned,modular_grid,diagonal,asymmetric,stable,false,false,1,bottom_right,none,left_page_hero,right_page_grid,next_page,The hero image provides focus and smaller images create rhythm around it.,"Synthetic design example; useful for few-shot pattern reasoning, not source evidence.",4
spread_849,Synthetic 2x Layout Reference 849,editorial,spread,148,210,true,5,short,242,false,false,Editorial,balanced,gallery_with_text_block,gallery_with_text_block,separate_text_block,text_contextualizes_gallery,true,1,landscape;portrait;square;portrait;landscape,mixed,medium,medium,medium,left_aligned,adaptive_grid,horizontal,asymmetric,stable,false,false,1,right_page,top_left,left_page_gallery,grid,next_page,Grouped images function as a gallery while the text remains separate and readable.,"Synthetic design example; useful for few-shot pattern reasoning, not source evidence.",4
spread_850,Synthetic 2x Layout Reference 850,editorial,spread,148,210,true,6,long,6542,false,false,Editorial,text-first,one_page_gallery_one_page_text,image_page_text_page,right_page_text,text_contextualizes_images,true,1,landscape;portrait;square;portrait;landscape;square,mixed,high,medium,high,grid_aligned,adaptive_grid,horizontal,semi_symmetric,stable,false,false,2,right_page,top_left,left_page_gallery,grid,next_page,Separating gallery and text across pages protects readability for longer copy.,Synthetic 2x augmented reference for constrained LLM layout planning; not a real publication record.,5
spread_851,Synthetic 2x Layout Reference 851,exhibition_catalog,spread,148,210,true,1,short,753,true,false,Magazine,image-first,single_full_page,one_large_image,left_page_title,image_sets_mood,true,1,landscape,wide,low,high,high,centered,two_column,horizontal,asymmetric,quiet,false,false,0,none,left_page_center,right_page_full,none,next_page,"A strong single image carries the visual message, while sparse text preserves the opening-spread atmosphere.",Synthetic 2x augmented reference for constrained LLM layout planning; not a real publication record.,5
spread_852,Synthetic 2x Layout Reference 852,brand_case,spread,148,210,true,1,medium,2066,false,false,Editorial,balanced,single_page_with_text_below,image_above_text,below_image,text_explains_image,true,1,portrait,tall,medium,medium,medium,left_aligned,single_column,vertical,semi_symmetric,stable,false,false,1,bottom,top_left,top_area,none,next_page,The image appears first and the text follows in a clear reading sequence without overlay.,"Synthetic design example; useful for few-shot pattern reasoning, not source evidence.",4
spread_853,Synthetic 2x Layout Reference 853,editorial,spread,148,210,true,1,long,5711,false,true,Exhibition Catalog,balanced,single_left_image_right_text,left_image_right_text,right_page_text,text_interprets_image,true,1,portrait,tall,high,medium,high,left_aligned,two_column,horizontal,asymmetric,stable,false,false,1,right_page,left_top,left_page,none,next_page,Separating image and body text across the spread keeps both viewing and reading stable.,Synthetic 2x augmented reference for constrained LLM layout planning; not a real publication record.,4
spread_854,Synthetic 2x Layout Reference 854,trend_report,spread,148,210,true,1,long,5801,false,true,Editorial,text-first,single_left_text_right_image,left_text_right_image,left_page_text,image_supports_text,true,1,landscape,wide,high,medium,low,grid_aligned,two_column,horizontal,asymmetric,stable,false,false,1,left_page,left_top,right_page,none,next_page,Text begins the reading flow and the image acts as supporting visual evidence.,"Synthetic design example; useful for few-shot pattern reasoning, not source evidence.",4
spread_855,Synthetic 2x Layout Reference 855,trend_report,spread,148,210,true,2,short,1047,true,false,Exhibition Catalog,image-first,two_equal_images,two_images_side_by_side,minimal_text,images_compare_each_other,false,,portrait;portrait,similar,low,high,medium,left_aligned,two_column,horizontal,symmetric,dynamic,false,false,0,none,none,left_right_pages,none,next_page,Equal image treatment supports comparison without forcing a hierarchy.,Generated structural reference designed to diversify image/text layout cases.,5
spread_856,Synthetic 2x Layout Reference 856,exhibition_catalog,spread,148,210,true,2,medium,1935,true,true,Editorial,balanced,hero_image_plus_secondary,hero_plus_secondary,below_or_side,text_explains_visual_hierarchy,true,1,landscape;portrait,mixed,medium,high,medium,grid_aligned,modular_grid,vertical,asymmetric,dynamic,false,false,1,bottom_right,top_left,left_page_hero,right_page_support,next_page,A dominant image establishes hierarchy while the secondary image adds context.,Generated structural reference designed to diversify image/text layout cases.,5
spread_857,Synthetic 2x Layout Reference 857,exhibition_catalog,spread,148,210,true,4,medium,2584,true,false,Editorial,balanced,grid_2x2_with_text,grid_2x2,right_page_text,text_explains_image_set,false,,landscape;portrait;square;landscape,mixed,medium,medium,medium,left_aligned,modular_grid,horizontal,semi_symmetric,quiet,false,false,1,right_page,top_left,left_page_grid,grid,next_page,A simple grid organizes multiple images while leaving a dedicated reading area.,Generated structural reference designed to diversify image/text layout cases.,5
spread_858,Synthetic 2x Layout Reference 858,editorial,spread,148,210,true,4,medium,2279,false,true,Exhibition Catalog,image-first,hero_plus_grid,hero_plus_grid,small_text_block,image_leads_text_supports,true,1,landscape;portrait;square;portrait,mixed,low,high,high,grid_aligned,modular_grid,diagonal,asymmetric,dynamic,false,false,1,bottom_right,none,left_page_hero,right_page_grid,next_page,The hero image provides focus and smaller images create rhythm around it.,Augmented sample for testing grid-based layout reasoning and validation.,4
spread_859,Synthetic 2x Layout Reference 859,visual_archive,spread,148,210,true,5,medium,1460,true,true,Magazine,balanced,gallery_with_text_block,gallery_with_text_block,separate_text_block,text_contextualizes_gallery,true,1,landscape;portrait;square;portrait;landscape,mixed,medium,medium,medium,left_aligned,adaptive_grid,horizontal,asymmetric,fragmented,false,false,1,right_page,top_left,left_page_gallery,grid,next_page,Grouped images function as a gallery while the text remains separate and readable.,Augmented sample for testing grid-based layout reasoning and validation.,5
spread_860,Synthetic 2x Layout Reference 860,trend_report,spread,148,210,true,6,long,4945,false,false,Editorial,text-first,one_page_gallery_one_page_text,image_page_text_page,right_page_text,text_contextualizes_images,true,1,landscape;portrait;square;portrait;landscape;square,mixed,high,medium,medium,left_aligned,adaptive_grid,horizontal,semi_symmetric,stable,false,false,2,right_page,top_left,left_page_gallery,grid,next_page,Separating gallery and text across pages protects readability for longer copy.,"Synthetic design example; useful for few-shot pattern reasoning, not source evidence.",4
spread_861,Synthetic 2x Layout Reference 861,visual_archive,spread,148,210,true,1,short,664,true,false,Exhibition Catalog,image-first,single_full_page,one_large_image,left_page_title,image_sets_mood,true,1,landscape,wide,low,high,high,left_aligned,two_column,horizontal,asymmetric,stable,false,false,0,none,left_page_center,right_page_full,none,next_page,"A strong single image carries the visual message, while sparse text preserves the opening-spread atmosphere.",Synthetic 2x augmented reference for constrained LLM layout planning; not a real publication record.,5
spread_862,Synthetic 2x Layout Reference 862,campaign_analysis,spread,148,210,true,1,medium,2150,true,false,Magazine,balanced,single_page_with_text_below,image_above_text,below_image,text_explains_image,true,1,portrait,tall,medium,medium,medium,grid_aligned,single_column,vertical,semi_symmetric,stable,false,false,1,bottom,top_left,top_area,none,next_page,The image appears first and the text follows in a clear reading sequence without overlay.,Augmented sample for testing grid-based layout reasoning and validation.,4
spread_863,Synthetic 2x Layout Reference 863,trend_report,spread,148,210,true,1,long,4865,false,true,Editorial,balanced,single_left_image_right_text,left_image_right_text,right_page_text,text_interprets_image,true,1,portrait,tall,high,medium,medium,grid_aligned,two_column,horizontal,asymmetric,fragmented,false,false,1,right_page,left_top,left_page,none,next_page,Separating image and body text across the spread keeps both viewing and reading stable.,Synthetic 2x augmented reference for constrained LLM layout planning; not a real publication record.,4
spread_864,Synthetic 2x Layout Reference 864,editorial,spread,148,210,true,1,long,5456,true,true,Editorial,text-first,single_left_text_right_image,left_text_right_image,left_page_text,image_supports_text,true,1,landscape,wide,high,medium,medium,left_aligned,two_column,horizontal,asymmetric,stable,false,false,1,left_page,left_top,right_page,none,next_page,Text begins the reading flow and the image acts as supporting visual evidence.,Synthetic 2x augmented reference for constrained LLM layout planning; not a real publication record.,4
spread_865,Synthetic 2x Layout Reference 865,editorial,spread,148,210,true,2,short,279,true,false,Exhibition Catalog,image-first,two_equal_images,two_images_side_by_side,minimal_text,images_compare_each_other,false,,portrait;portrait,similar,low,high,high,left_aligned,two_column,horizontal,symmetric,stable,false,false,0,none,none,left_right_pages,none,next_page,Equal image treatment supports comparison without forcing a hierarchy.,Generated structural reference designed to diversify image/text layout cases.,4
spread_866,Synthetic 2x Layout Reference 866,trend_report,spread,148,210,true,2,medium,3381,true,false,Magazine,balanced,hero_image_plus_secondary,hero_plus_secondary,below_or_side,text_explains_visual_hierarchy,true,1,landscape;portrait,mixed,medium,high,medium,left_aligned,modular_grid,vertical,asymmetric,dynamic,false,false,1,bottom_right,top_left,left_page_hero,right_page_support,next_page,A dominant image establishes hierarchy while the secondary image adds context.,Generated structural reference designed to diversify image/text layout cases.,4
spread_867,Synthetic 2x Layout Reference 867,campaign_analysis,spread,148,210,true,4,medium,1721,false,false,Editorial,balanced,grid_2x2_with_text,grid_2x2,right_page_text,text_explains_image_set,false,,landscape;portrait;square;landscape,mixed,medium,medium,medium,grid_aligned,modular_grid,horizontal,semi_symmetric,stable,false,false,1,right_page,top_left,left_page_grid,grid,next_page,A simple grid organizes multiple images while leaving a dedicated reading area.,Augmented sample for testing grid-based layout reasoning and validation.,5
spread_868,Synthetic 2x Layout Reference 868,brand_case,spread,148,210,true,4,short,491,true,false,Exhibition Catalog,image-first,hero_plus_grid,hero_plus_grid,small_text_block,image_leads_text_supports,true,1,landscape;portrait;square;portrait,mixed,low,high,medium,grid_aligned,modular_grid,diagonal,asymmetric,dynamic,false,false,1,bottom_right,none,left_page_hero,right_page_grid,next_page,The hero image provides focus and smaller images create rhythm around it.,Synthetic 2x augmented reference for constrained LLM layout planning; not a real publication record.,5
